NATIONAL REPUBLICAN CONGRESSIONAL COMMITTEE	2137000	BARROW,JOHN
NATIONAL REPUBLICAN CONGRESSIONAL COMMITTEE	15427002	BARROW,JOHN
NATIONAL REPUBLICAN CONGRESSIONAL COMMITTEE	2096000	BARROW,JOHN
NATIONAL REPUBLICAN CONGRESSIONAL COMMITTEE	20347505	BARROW,JOHN
NATIONAL REPUBLICAN CONGRESSIONAL COMMITTEE	18525426	BARROW,JOHN
NATIONAL REPUBLICAN CONGRESSIONAL COMMITTEE	2125000	BARROW,JOHN
NATIONAL REPUBLICAN CONGRESSIONAL COMMITTEE	3800000	BARROW,JOHN
NATIONAL REPUBLICAN CONGRESSIONAL COMMITTEE	2087000	BARROW,JOHN
NATIONAL REPUBLICAN CONGRESSIONAL COMMITTEE	8502785	BARROW,JOHN
YG ACTION FUND	16260000	BARROW,JOHN
YG NETWORK INC.	3354800	BARROW,JOHN
YG NETWORK INC.	1946900	BARROW,JOHN
YG NETWORK INC.	3354800	BARROW,JOHN
YG NETWORK INC.	3557000	BARROW,JOHN
NATIONAL HORIZON	8835500	BOUSTANY,CHARLES
THE CONSERVATIVE STRIKEFORCE	2449900	BOUSTANY,CHARLES
THE CONSERVATIVE STRIKEFORCE	2500000	BOUSTANY,CHARLES
THE CONSERVATIVE STRIKEFORCE	875000	BOUSTANY,CHARLES
THE CONSERVATIVE STRIKEFORCE	2089000	BOUSTANY,CHARLES
THE CONSERVATIVE STRIKEFORCE	2794300	BOUSTANY,CHARLES
FREEDOMWORKS FOR AMERICA	681600	BARR,GARLAND
FREEDOMWORKS FOR AMERICA	2826400	BARR,GARLAND
FREEDOMWORKS FOR AMERICA	117000	BARR,GARLAND
Faith Family Freedom Fund	750000	BARR,GARLAND
The 60 Plus Association, Inc.	109081	BARR,GARLAND
The 60 Plus Association, Inc.	109081	BARR,GARLAND
The 60 Plus Association, Inc.	109081	BARR,GARLAND
FREEDOMWORKS FOR AMERICA	681600	AMASH,JUSTIN
FREEDOMWORKS FOR AMERICA	5001400	AMASH,JUSTIN
FREEDOMWORKS FOR AMERICA	2833200	AMASH,JUSTIN
FREEDOMWORKS FOR AMERICA	117000	AMASH,JUSTIN
AMERICAN MAJORITY ACTION INC.	1080400	BROWN,SHERROD
AMERICAN MAJORITY ACTION INC.	501000	BROWN,SHERROD
AMERICAN MAJORITY ACTION INC.	148750	BROWN,SHERROD
AMERICAN MAJORITY ACTION INC.	84000	BROWN,SHERROD
AMERICAN MAJORITY ACTION INC.	451100	BROWN,SHERROD
AMERICAN MAJORITY ACTION INC.	99800	BROWN,SHERROD
AMERICAN MAJORITY ACTION INC.	84000	BROWN,SHERROD
AMERICAN MAJORITY ACTION INC.	1080400	BROWN,SHERROD
CLUB FOR GROWTH ACTION	8093	BROWN,SHERROD
CLUB FOR GROWTH ACTION	32884	BROWN,SHERROD
CLUB FOR GROWTH ACTION	1208000	BROWN,SHERROD
CLUB FOR GROWTH ACTION	7475	BROWN,SHERROD
CLUB FOR GROWTH ACTION	32504	BROWN,SHERROD
CLUB FOR GROWTH ACTION	1500000	BROWN,SHERROD
CLUB FOR GROWTH ACTION	80012500	BROWN,SHERROD
Crossroads Grassroots Policy Strategies	3800000	BROWN,SHERROD
Crossroads Grassroots Policy Strategies	3208981	BROWN,SHERROD
Crossroads Grassroots Policy Strategies	3800000	BROWN,SHERROD
Crossroads Grassroots Policy Strategies	103024360	BROWN,SHERROD
Crossroads Grassroots Policy Strategies	2307800	BROWN,SHERROD
Crossroads Grassroots Policy Strategies	102185780	BROWN,SHERROD
Crossroads Grassroots Policy Strategies	4192274	BROWN,SHERROD
Crossroads Grassroots Policy Strategies	7452186	BROWN,SHERROD
Crossroads Grassroots Policy Strategies	1494200	BROWN,SHERROD
Crossroads Grassroots Policy Strategies	4192274	BROWN,SHERROD
Crossroads Grassroots Policy Strategies	130045704	BROWN,SHERROD
Crossroads Grassroots Policy Strategies	1482600	BROWN,SHERROD
Crossroads Grassroots Policy Strategies	4192274	BROWN,SHERROD
Crossroads Grassroots Policy Strategies	132296063	BROWN,SHERROD
Crossroads Grassroots Policy Strategies	1447300	BROWN,SHERROD
Crossroads Grassroots Policy Strategies	4192274	BROWN,SHERROD
Crossroads Grassroots Policy Strategies	130857125	BROWN,SHERROD
Environment America Action Fund	891660	BROWN,SHERROD
Environment America Action Fund	891660	BROWN,SHERROD
FREEDOMWORKS FOR AMERICA	65000	BROWN,SHERROD
FREEDOMWORKS FOR AMERICA	684000	BROWN,SHERROD
FREEDOMWORKS FOR AMERICA	25275	BROWN,SHERROD
FREEDOMWORKS FOR AMERICA	35200	BROWN,SHERROD
FREEDOMWORKS FOR AMERICA	45834	BROWN,SHERROD
FREEDOMWORKS FOR AMERICA	47500	BROWN,SHERROD
FREEDOMWORKS FOR AMERICA	202700	BROWN,SHERROD
FREEDOMWORKS FOR AMERICA	656167	BROWN,SHERROD
FREEDOMWORKS FOR AMERICA	97500	BROWN,SHERROD
FREEDOMWORKS FOR AMERICA	381600	BROWN,SHERROD
FREEDOMWORKS FOR AMERICA	625000	BROWN,SHERROD
FREEDOMWORKS FOR AMERICA	200000	BROWN,SHERROD
FREEDOMWORKS FOR AMERICA	4762500	BROWN,SHERROD
FREEDOMWORKS FOR AMERICA	450000	BROWN,SHERROD
FREEDOMWORKS FOR AMERICA	720000	BROWN,SHERROD
FREEDOMWORKS FOR AMERICA	5000000	BROWN,SHERROD
FREEDOMWORKS FOR AMERICA	7757000	BROWN,SHERROD
FREEDOMWORKS FOR AMERICA	19910500	BROWN,SHERROD
FREEDOMWORKS FOR AMERICA	225000	BROWN,SHERROD
FREEDOMWORKS FOR AMERICA	592412	BROWN,SHERROD
FREEDOMWORKS FOR AMERICA	7757000	BROWN,SHERROD
FREEDOMWORKS FOR AMERICA	250000	BROWN,SHERROD
FREEDOMWORKS FOR AMERICA	500000	BROWN,SHERROD
FREEDOMWORKS FOR AMERICA	500000	BROWN,SHERROD
FREEDOMWORKS FOR AMERICA	717666	BROWN,SHERROD
FREEDOMWORKS FOR AMERICA	7757000	BROWN,SHERROD
FREEDOMWORKS FOR AMERICA	343892	BROWN,SHERROD
FREEDOMWORKS FOR AMERICA	1000000	BROWN,SHERROD
FREEDOMWORKS FOR AMERICA	500000	BROWN,SHERROD
FREEDOMWORKS FOR AMERICA	105952	BROWN,SHERROD
FREEDOMWORKS FOR AMERICA	300000	BROWN,SHERROD
FREEDOMWORKS FOR AMERICA	540675	BROWN,SHERROD
FREEDOMWORKS FOR AMERICA	159314	BROWN,SHERROD
FREEDOMWORKS FOR AMERICA	200000	BROWN,SHERROD
FREEDOMWORKS FOR AMERICA	500000	BROWN,SHERROD
FREEDOMWORKS FOR AMERICA	416667	BROWN,SHERROD
FREEDOMWORKS FOR AMERICA	585000	BROWN,SHERROD
FREEDOMWORKS FOR AMERICA	240625	BROWN,SHERROD
FREEDOMWORKS FOR AMERICA	35715	BROWN,SHERROD
FREEDOMWORKS FOR AMERICA	3163598	BROWN,SHERROD
FREEDOMWORKS FOR AMERICA	225000	BROWN,SHERROD
FREEDOMWORKS FOR AMERICA	540675	BROWN,SHERROD
FREEDOMWORKS FOR AMERICA	4362500	BROWN,SHERROD
FREEDOMWORKS FOR AMERICA	240625	BROWN,SHERROD
Heritage Action for America	288463	BROWN,SHERROD
Heritage Action for America	130301	BROWN,SHERROD
Heritage Action for America	94243	BROWN,SHERROD
Heritage Action for America	21154	BROWN,SHERROD
Now or Never PAC	1200000	BROWN,SHERROD
Now or Never PAC	58800000	BROWN,SHERROD
Now or Never PAC	60000000	BROWN,SHERROD
SEIU COPE (Service Employees International Union Committee On Political Education)	261550	BROWN,SHERROD
SEIU COPE (Service Employees International Union Committee On Political Education)	75000	BROWN,SHERROD
SEIU COPE (Service Employees International Union Committee On Political Education)	2560000	BROWN,SHERROD
SEIU COPE (Service Employees International Union Committee On Political Education)	455100	BROWN,SHERROD
SEIU COPE (Service Employees International Union Committee On Political Education)	75000	BROWN,SHERROD
SEIU COPE (Service Employees International Union Committee On Political Education)	443050	BROWN,SHERROD
SEIU COPE (Service Employees International Union Committee On Political Education)	2560000	BROWN,SHERROD
SEIU COPE (Service Employees International Union Committee On Political Education)	5565000	BROWN,SHERROD
SEIU COPE (Service Employees International Union Committee On Political Education)	1879750	BROWN,SHERROD
SEIU COPE (Service Employees International Union Committee On Political Education)	408200	BROWN,SHERROD
SENATE CONSERVATIVES ACTION	20462500	BROWN,SHERROD
SENATE CONSERVATIVES FUND	2000000	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	313	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	1250	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	940	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	1976	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	2962	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	1310	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	1310	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	2250	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	2308	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	2625	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	2625	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	2664	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	2885	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	3150	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	3697	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	3850	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	3850	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	3850	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	3850	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	3850	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	4076	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	4200	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	4200	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	4813	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	5724	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	5724	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	5724	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	20000	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	32500	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	40000	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	51735	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	96628	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	114750	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	180000	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	487500	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	13234	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	1310	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	1310	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	2250	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	2308	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	2625	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	2625	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	2664	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	2885	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	3150	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	3697	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	3850	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	3850	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	3850	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	3850	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	3850	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	4076	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	4200	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	4200	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	4813	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	5724	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	5724	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	5724	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	20000	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	32500	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	40000	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	51735	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	96628	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	114750	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	180000	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	487500	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	13507	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	37346	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	470	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	1000	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	1374	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	2099	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	2739	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	6192	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	263	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	321	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	401	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	417	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	431	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	491	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	493	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	718	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	967	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	1311	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	1332	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	2137	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	2407	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	2625	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	3697	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	5350	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	7784	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	7964	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	7964	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	11229	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	15106	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	20090	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	24500	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	28952	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	101303	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	341	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	1480	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	2514	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	2552	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	2834	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	5600	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	5800	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	7504	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	10195	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	24016	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	152370	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	2463	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	4302	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	2784	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	4815	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	25	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	127	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	138	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	10000	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	1331	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	800	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	2220	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	3074	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	902	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	1716	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	2203	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	2268	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	2288	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	2753	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	2784	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	5079	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	15374	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	5079	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	10000	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	10000	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	10000	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	10000	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	10000	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	1129	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	3435	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	4657	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	1129	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	3435	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	4657	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	963	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	3200	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	3399	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	31460	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	240	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	1435	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	2568	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	3086	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	3435	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	4013	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	6800	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	535	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	2734	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	3425	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	3435	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	5750	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	15374	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	990	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	1630	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	2543	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	2641	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	3435	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	5000	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	5000	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	5000	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	5000	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	5000	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	5000	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	5000	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	5000	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	5000	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	5000	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	6119	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	10534	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	19185	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	60032	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	2878	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	3435	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	5343	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	3435	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	4041	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	2986	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	4018	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	66406	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	1275	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	2677	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	2757	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	3202	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	1965	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	2586	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	10989	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	50309	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	460	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	250	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	290	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	385	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	925	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	6042	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	52011	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	3727	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	2639	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	20880	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	26100	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	37721	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	299	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	426	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	2021	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	2341	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	2460	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	3049	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	3697	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	66759	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	30164	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	339330	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	1458	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	1458	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	4496	BROWN,SHERROD
SUSAN B ANTHONY LIST INC	3536	BROWN,SHERROD
Service Employees International Union PEA - Federal	5074680	BROWN,SHERROD
Service Employees International Union PEA - Federal	5074680	BROWN,SHERROD
Service Employees International Union PEA - Federal	3009822	BROWN,SHERROD
Service Employees International Union PEA - Federal	6250000	BROWN,SHERROD
Service Employees International Union PEA - Federal	12446589	BROWN,SHERROD
Service Employees International Union PEA - Federal	1703255	BROWN,SHERROD
Service Employees International Union PEA - Federal	36672460	BROWN,SHERROD
Service Employees International Union PEA - Federal	11197082	BROWN,SHERROD
Service Employees International Union PEA - Federal	40583640	BROWN,SHERROD
Service Employees International Union PEA - Federal	12446589	BROWN,SHERROD
Service Employees International Union PEA - Federal	3009822	BROWN,SHERROD
Service Employees International Union PEA - Federal	5518007	BROWN,SHERROD
Service Employees International Union PEA - Federal	5603080	BROWN,SHERROD
Service Employees International Union PEA - Federal	5603080	BROWN,SHERROD
Service Employees International Union PEA - Federal	8493333	BROWN,SHERROD
Service Employees International Union PEA - Federal	8750000	BROWN,SHERROD
The Voices of the American Federation of Government Employees	5000000	BROWN,SHERROD
United Food and Commercial Workers International Union Working Families Advocacy Project	11000000	BROWN,SHERROD
United Food and Commercial Workers International Union Working Families Advocacy Project	11000000	BROWN,SHERROD
Working America	219	BROWN,SHERROD
Working America	310	BROWN,SHERROD
Working America	419	BROWN,SHERROD
Working America	831	BROWN,SHERROD
Working America	831	BROWN,SHERROD
Working America	831	BROWN,SHERROD
Working America	831	BROWN,SHERROD
Working America	831	BROWN,SHERROD
Working America	831	BROWN,SHERROD
